case_id,name,age,gender
1246,Nandini Reddy,65,M
1247,Basavaraj Hegde,44,M
1248,Savitri Patil,46,M
1248,Manjunath Shetty,10,M
1249,Ravi Shetty,10,M
1249,Lakshmi,17,F
1250,Radha Shetty,29,M
1251,Kiran Achar,59,F
1251,Basavaraj Kumar,52,M
1252,Kavya Reddy,67,F
1252,Pooja Gowda,69,F
1253,Shivakumar Kumar,40,M
1253,Kiran Shetty,69,F
1254,Sowmya Gowda,41,F
1255,Anitha Poojary,32,M
1255,Kiran,24,M
1256,Sowmya,42,F
1257,Ravi,48,M
1258,Mahesh Kumar,35,F
1258,Raju Hegde,49,F
1259,Kiran Poojary,63,F
1260,Lakshmi Achar,46,F
1260,Lakshmi Kumar,30,F
1261,Nagaraj Kumar,62,M
1261,Basavaraj Patil,11,F
1262,Anil,68,F
1263,Bhavani,50,F
1263,Shivakumar Patil,46,F
1264,Mahesh,18,M
1264,Ganesh Achar,25,F
1265,Radha Patil,42,F
1265,Shobha Patil,37,M
1266,Shobha Gowda,57,M
1266,Savitri Rao,52,M
1267,Nagaraj Reddy,13,F
1268,Deepa Rao,40,F
1269,Nagaraj Naik,65,F
1269,Ravi Poojary,15,M
1270,Ravi Reddy,43,F
1270,Bhavani Reddy,42,F
1271,Sowmya Gowda,66,F
1271,Radha,11,M
1272,Chaitra Gowda,64,F
1273,Santosh Shetty,26,F
1273,Mahesh Patil,45,F
1274,Manjula Reddy,65,M
1275,Manjula Poojary,44,F
1275,Ravi Patil,19,F
1276,Srinivas Achar,47,M
1277,Basavaraj Patil,40,F
1277,Ganesh Kumar,23,F
1278,Sowmya Gowda,41,F
1279,Mahesh Reddy,68,M
1280,Vinay Gowda,33,M
1281,Raju Rao,67,M
1282,Radha,67,F
1282,Deepa Patil,64,F
1283,Srinivas Poojary,28,M
1283,Mahesh Kumar,43,F
1284,Shobha Reddy,67,F
1285,Praveen Achar,63,F
1286,Ravi Reddy,48,F
1287,Anil Rao,55,F
1288,Pooja,52,M
1289,Bhavani Kumar,56,M
1289,Savitri Achar,38,M
1290,Shobha Gowda,54,F
1290,Ganesh Patil,35,M
1291,Santosh Patil,49,M
1292,Naveen Patil,66,M
1293,Manjula Shetty,25,M
1293,Prasad Gowda,32,M
1294,Basavaraj Poojary,56,F
1294,Prasad Rao,59,M
1295,Savitri Kumar,42,M
1296,Chaitra Naik,11,F
1296,Suresh Hegde,37,M
1297,Shobha Hegde,31,F
1297,Pooja Patil,37,M
1298,Vinay Hegde,54,M
1298,Lakshmi Hegde,70,M
1299,Sowmya Poojary,50,F
1299,Anitha Hegde,12,F
1300,Ganesh,53,M
1301,Pooja Achar,23,F
1301,Lakshmi Rao,36,F
1302,Pooja Achar,69,M
1302,Bhavani Hegde,11,M
1303,Ravi Hegde,43,F
1303,Ramesh Gowda,25,M
1304,Santosh Naik,68,F
1305,Sowmya Reddy,28,M
1306,Sushma Hegde,19,F
1306,Savitri Gowda,59,F
1307,Santosh,18,F
1308,Sushma Poojary,34,M
1308,Sushma Naik,9,F
1309,Radha Rao,62,M
1309,Ravi,27,M
1310,Sushma Hegde,13,F
1311,Sowmya Achar,46,F
1311,Manjunath Gowda,13,F
1312,Basavaraj Rao,20,M
1312,Sushma,21,M
1313,Prasad Shetty,26,M
1313,Bhavani Patil,12,M
1314,Praveen Gowda,11,M
1315,Geetha Poojary,29,F
1316,Ramesh Poojary,50,F
1317,Anitha Gowda,11,F
1318,Naveen Reddy,62,F
1319,Santosh Patil,54,M
1320,Vinay Hegde,15,F
1321,Shobha,43,F
1322,Manjunath Shetty,64,F
1323,Lakshmi Poojary,45,M
1323,Naveen Gowda,42,F
1324,Srinivas Hegde,17,F
1324,Chaitra Poojary,34,M
1325,Chaitra Poojary,20,M
1325,Ravi Poojary,45,F
1326,Nagaraj Hegde,20,M
1326,Nandini Reddy,59,F
1327,Nagaraj Naik,49,M
1327,Basavaraj Reddy,63,F
1328,Prasad Shetty,37,F
1329,Shivakumar Poojary,27,M
1329,Shobha,58,M
1330,Sushma Gowda,30,M
1330,Radha Gowda,36,F
1331,Suresh Achar,13,M
1331,Ganesh,47,M
1332,Anitha Shetty,34,F
1333,Pooja,14,F
1334,Shobha Rao,46,F
1334,Praveen Rao,20,F
1335,Savitri Achar,17,F
1336,Prasad Naik,36,F
1337,Kavya Kumar,62,F
1338,Manjunath Naik,66,F
1339,Shobha Gowda,36,F
1340,Praveen Hegde,22,F
1341,Basavaraj Hegde,38,M
1341,Kiran Shetty,10,F
1342,Praveen Hegde,42,F
1343,Mahesh Rao,16,M
1344,Manjunath Rao,18,F
1344,Naveen Rao,54,F
1345,Sowmya Gowda,23,F
1345,Shivakumar Hegde,28,F
1346,Chaitra Hegde,46,F
1347,Anitha Achar,67,F
1347,Chaitra Rao,51,M
1348,Raju,11,F
1349,Sushma,51,M
1349,Mahesh Achar,10,F
1350,Srinivas,20,M
1350,Sushma Patil,49,M
1351,Anil Shetty,57,M
1351,Naveen Achar,25,F
1352,Santosh Naik,42,M
1353,Radha Poojary,46,M
1354,Kavya Achar,57,M
1354,Naveen Poojary,56,M
1355,Geetha Kumar,65,M
1356,Ramesh Achar,54,F
1356,Nandini Reddy,64,M
1357,Kiran Hegde,53,F
1357,Srinivas Achar,23,M
1358,Mahesh Poojary,45,F
1358,Kiran Patil,32,M
1359,Ganesh Kumar,42,M
1360,Geetha Poojary,34,F
1360,Prasad Achar,69,M
1361,Kavya Kumar,63,F
1362,Deepa Kumar,25,M
1363,Shobha Patil,9,F
1363,Anitha Gowda,21,F
1364,Mahesh Rao,45,M
1365,Santosh Poojary,12,M
1366,Ramesh Rao,68,M
1367,Ganesh Reddy,70,F
1368,Nagaraj,29,F
1369,Manjunath Rao,46,M
1369,Vinay Gowda,27,M
1370,Manjula Reddy,70,F
1370,Nagaraj Patil,41,F
1371,Mahesh Patil,35,M
1371,Srinivas Shetty,15,M
1372,Radha Kumar,9,F
1373,Raju Naik,8,F
1373,Nagaraj Naik,51,F
1374,Kavya Rao,53,F
1375,Sowmya Rao,31,M
1375,Deepa Patil,61,F
1376,Naveen Gowda,24,M
1377,Naveen Kumar,19,F
1377,Geetha Gowda,21,M
1378,Anitha Poojary,62,M
1378,Shobha,46,F
1379,Lakshmi Achar,56,M
1379,Ganesh Gowda,45,F
1380,Manjunath,21,F
1380,Radha Hegde,64,M
1381,Pooja,31,M
1382,Suresh Shetty,34,F
1382,Bhavani Hegde,18,F
1383,Sushma Reddy,46,M
1384,Nandini Reddy,35,F
1385,Radha,59,M
1386,Deepa,14,F
1387,Sowmya Rao,67,M
1387,Pooja Reddy,20,F
1388,Savitri Reddy,32,F
1389,Chaitra Gowda,12,F
1389,Praveen Poojary,28,F
1390,Srinivas,65,F
1390,Sowmya Hegde,61,M
1391,Prasad Kumar,28,M
1392,Praveen Kumar,29,F
1393,Kavya Achar,38,M
1394,Bhavani Naik,54,M
1394,Savitri Kumar,11,M
1395,Kiran Kumar,50,F
1395,Vinay Kumar,43,M
1396,Shobha Kumar,45,F
1397,Raju,62,F
1397,Ganesh,47,F
1398,Mahesh Naik,49,M
1399,Deepa Poojary,68,M
1400,Suresh Gowda,25,M
1401,Raju,15,M
1401,Sowmya Achar,19,F
1402,Raju Poojary,20,F
1402,Geetha Kumar,61,M
1403,Anil Hegde,64,M
1404,Sushma Kumar,26,F
1405,Nagaraj Achar,16,M
1406,Naveen Naik,70,F
1406,Srinivas Achar,48,F
1407,Prasad Patil,32,M
1407,Lakshmi Poojary,60,M
1408,Nandini Hegde,67,F
1409,Sowmya Naik,10,M
1410,Santosh Reddy,52,F
1411,Lakshmi,43,M
1411,Ramesh Gowda,33,M
1412,Sowmya Patil,8,F
1412,Basavaraj Hegde,49,M
1413,Anil,50,F
1414,Nagaraj Hegde,56,F
1415,Nagaraj Rao,67,M
1416,Ganesh Hegde,44,F
1417,Deepa Poojary,39,M
1417,Nagaraj Shetty,70,F
1418,Shobha,68,F
1418,Mahesh Naik,28,F
1419,Basavaraj Gowda,69,F
1419,Ramesh Rao,42,M
1420,Nandini Naik,35,M
1420,Kavya Naik,19,F
1421,Basavaraj Reddy,42,M
1421,Santosh Kumar,43,M
1422,Suresh Naik,39,F
1422,Basavaraj Naik,39,M
1423,Kavya,30,M
1424,Sowmya Poojary,37,F
1424,Prasad Poojary,12,F
1425,Santosh Reddy,62,F
1426,Manjula Gowda,15,M
1426,Prasad Poojary,31,M
1427,Deepa Shetty,38,F
1427,Anil Hegde,64,M
1428,Suresh,11,M
1429,Nandini Patil,36,F
1430,Anil Kumar,22,M
1431,Kavya Poojary,56,M
1431,Bhavani,46,F
1432,Vinay Hegde,61,F
1432,Basavaraj Gowda,67,F
1433,Manjula Poojary,42,F
1434,Manjunath,29,M
1434,Deepa Patil,8,F
1435,Nagaraj Poojary,52,F
1435,Suresh Achar,27,M
1436,Savitri Achar,38,M
1437,Srinivas Poojary,56,M
1438,Geetha Hegde,66,F
1438,Shivakumar Rao,30,M
1439,Sowmya Reddy,69,M
1440,Bhavani Rao,47,M
1441,Manjunath Rao,28,M
1442,Shobha,48,M
1443,Nandini Hegde,8,F
1443,Shivakumar,22,M
1444,Anitha Rao,10,M
1445,Prasad Poojary,59,F
1446,Manjula,37,F
1447,Shobha Rao,16,M
1448,Chaitra Kumar,21,M
1449,Bhavani,55,M
1450,Anil Rao,34,F
1451,Shobha Shetty,9,F
1451,Ganesh Naik,17,M
1452,Kavya Patil,24,F
1453,Sushma Naik,12,F
1454,Deepa Gowda,15,M
1454,Naveen Hegde,49,M
1455,Mahesh Gowda,37,M
1455,Radha,62,M
1456,Naveen Gowda,42,M
1456,Srinivas Patil,69,M
1457,Raju Reddy,52,F
1457,Deepa Kumar,42,F
1458,Sowmya Reddy,37,M
1458,Bhavani Shetty,34,F
1459,Bhavani Rao,10,F
1460,Praveen Rao,17,M
1461,Manjunath Rao,47,M
1461,Suresh Rao,26,F
1462,Mahesh Poojary,50,M
1462,Shobha Gowda,28,M
1463,Deepa Naik,44,M
1464,Ganesh Reddy,37,M
1465,Naveen Reddy,58,M
1466,Raju Kumar,58,F
1466,Ramesh,8,M
1467,Ravi Reddy,67,M
1468,Chaitra Patil,58,M
1468,Savitri Gowda,54,M
1469,Chaitra,23,F
1469,Geetha Achar,40,M
1470,Manjula Kumar,48,M
1471,Bhavani Gowda,13,F
1472,Kiran Hegde,34,M
1472,Sushma Naik,40,F
1473,Kavya Hegde,69,M
1473,Bhavani Achar,23,M
1474,Santosh Naik,38,F
1474,Ramesh,32,F
1475,Sowmya Patil,17,M
1476,Manjunath Rao,64,F
1476,Ramesh Patil,62,F
1477,Savitri Gowda,32,F
1477,Bhavani Shetty,51,M
1478,Savitri Achar,16,M
1479,Shivakumar Patil,51,M
1479,Manjula Rao,56,F
1480,Kiran Patil,54,M
1480,Sowmya,30,F
1481,Mahesh,64,F
1482,Ravi,36,F
1483,Anitha Reddy,54,M
1484,Naveen Kumar,60,M
1484,Srinivas Hegde,20,M
1485,Manjunath,21,M
1486,Kavya Gowda,20,M
1487,Kiran Shetty,31,M
1487,Manjunath Rao,47,M
1488,Sowmya Gowda,35,M
1488,Deepa Achar,49,M
1489,Lakshmi Hegde,43,F
1489,Savitri Patil,36,F
1490,Mahesh Shetty,66,F
1490,Kiran Rao,36,M
1491,Ganesh Achar,41,F
1492,Raju Poojary,56,M
1493,Geetha Rao,31,F
1494,Chaitra Patil,43,F
1495,Sushma Poojary,70,F
1496,Lakshmi Poojary,59,F
1496,Vinay Hegde,30,M
1497,Nandini Kumar,55,F
1497,Savitri Naik,55,F
1498,Santosh Hegde,14,M
1499,Suresh Rao,47,F
1500,Shivakumar Achar,9,M
1500,Sushma Gowda,18,F
1501,Praveen Naik,62,M
1502,Raju Kumar,14,F
1503,Nagaraj Achar,33,F
1504,Shivakumar,62,M
1505,Anitha,53,F
1505,Prasad Kumar,16,F
1506,Mahesh Rao,10,M
1506,Radha Patil,11,F
1507,Sushma Achar,28,F
1508,Shobha Reddy,70,M
1509,Lakshmi Poojary,65,F
1509,Santosh Rao,20,F
1510,Ganesh Shetty,9,F
1510,Suresh Poojary,26,F
1511,Srinivas Poojary,34,F
1512,Kavya Shetty,47,M
1512,Geetha Rao,21,M
1513,Lakshmi Shetty,11,F
1514,Nagaraj Shetty,23,F
1514,Vinay,50,M
1515,Srinivas Reddy,18,F
1516,Sowmya Shetty,40,M
1517,Raju Gowda,67,F
1517,Naveen Rao,8,M
1518,Kiran Poojary,69,M
