case_id,name,age,gender,person_id,entity_key
771,Savitri Gowda,20,F,A1,0b8bf5100d
772,Lakshmi Rao,44,F,A1,fa688b4415
773,Bhavani Hegde,21,F,A1,7dd47edacd
773,Mahesh Patil,25,M,A2,304d4c8505
774,Praveen Naik,25,M,A1,57030ef5b0
775,Anitha Achar,28,F,A1,2b34138ddd
776,Sowmya Reddy,33,F,A1,6595208353
777,Praveen Poojary,20,M,A1,e8934ddf80
778,Naveen Naik,48,M,A1,dc883f2ed9
778,Ramesh Rao,18,M,A2,2f7a86ac52
778,Kiran Rao,40,M,A3,8d8053a9fe
779,Vinay Kumar,23,M,A1,211ea77001
780,Lakshmi Naik,28,F,A1,37abe83ba5
781,Ravi Naik,49,M,A1,237e92012f
782,Raju,55,M,A1,ef30674f85
782,Naveen Shetty,51,M,A2,8e32d06c27
783,Kiran Patil,49,M,A1,b1b9f58bd7
784,Geetha Reddy,53,F,A1,4265347d37
785,Raju Patil,42,M,A1,fc93d762f9
786,Ganesh Patil,51,M,A1,2f7ffcb892
787,Ganesh Gowda,47,M,A1,fea0cceded
787,Anil Naik,21,M,A2,2e819a4d68
787,Santosh Achar,35,M,A3,f7b5a6c8f0
788,Praveen Hegde,34,M,A1,2f2e335d7e
788,Ganesh Hegde,39,M,A2,98c80131ba
789,Srinivas Shetty,54,M,A1,8fd4b83893
790,Raju Kumar,37,M,A1,3803c2a6eb
791,Sowmya Patil,32,F,A1,5f837af663
791,Suresh Shetty,48,M,A2,4871cb32a7
791,Geetha Shetty,39,F,A3,cda3aefa8e
792,Praveen Gowda,40,M,A1,445b62a0ec
793,Mahesh,34,M,A1,09c813696c
793,Anitha Shetty,52,F,A2,28cfd0647c
794,Vinay Patil,38,M,A1,be4db48ac1
795,Sushma,27,F,A1,65b82ded52
795,Nagaraj Patil,54,M,A2,544585a75c
795,Naveen Rao,30,M,A3,4096650555
796,Shivakumar Reddy,48,M,A1,e7082e492d
797,Kiran Poojary,41,M,A1,c8a8c41290
798,Kiran Hegde,27,M,A1,269ce8a60b
799,Praveen Hegde,36,M,A1,30df68ebd3
799,Manjula Gowda,25,F,A2,d6985b077a
800,Naveen Reddy,18,M,A1,176bdd45d4
800,Srinivas Gowda,30,M,A2,cbcb3f07fb
800,Savitri Poojary,31,F,A3,b645cad347
801,Manjunath,31,M,A1,f9aae103de
802,Sushma Kumar,40,F,A1,27403c76fa
803,Suresh Gowda,27,M,A1,fcee82d178
804,Shobha Poojary,21,F,A1,1c5b53682b
805,Deepa Poojary,19,F,A1,d5cffc07d3
806,Nagaraj Naik,50,M,A1,59533df5af
807,Ravi Patil,24,M,A1,a2b499f7ef
808,Praveen Kumar,21,M,A1,627a7efcca
809,Anitha Naik,20,F,A1,28b1796a2f
809,Raju Achar,43,M,A2,612af6d329
809,Vinay Kumar,24,M,A3,5c46208b80
810,Ravi Hegde,45,M,A1,eeb79adb6b
811,Santosh Achar,42,M,A1,da89b61398
812,Praveen Patil,37,M,A1,5f2386dcc0
813,Ganesh Rao,23,M,A1,cbfdae6baa
814,Mahesh Rao,41,M,A1,9bf4c99cfb
815,Ramesh Kumar,23,M,A1,12bad21c83
816,Kiran Naik,38,M,A1,441723fb60
816,Anil,20,M,A2,16b0a6a936
817,Srinivas Rao,28,M,A1,3f1f054ddd
817,Kiran Gowda,18,M,A2,e53b9cf2ae
818,Mahesh Rao,35,M,A1,e6d0b40472
819,Manjula Reddy,33,F,A1,c0616a6685
820,Manjula Patil,31,F,A1,3a0cd6d208
821,Naveen,40,M,A1,959198b4a1
822,Manjula Naik,48,F,A1,a8f99f52b0
823,Nandini Patil,31,F,A1,96d71e68e3
824,Prasad Naik,27,M,A1,94d230fd3e
825,Manjula Rao,49,F,A1,ac2438c041
825,Manjula Patil,18,F,A2,f521935008
826,Praveen,24,M,A1,463de2e7e2
827,Santosh Hegde,22,M,A1,a7e81f600c
828,Raju Naik,42,M,A1,44942a5725
829,Ganesh Kumar,19,M,A1,0e3e8c1d75
829,Vinay Rao,45,M,A2,7a77dbc1d8
829,Prasad Kumar,47,M,A3,c0291d45b0
830,Vinay Shetty,45,M,A1,8e666a58e4
831,Ganesh Achar,20,M,A1,2f3320ee39
832,Radha Gowda,25,F,A1,74ca512663
833,Pooja Shetty,32,F,A1,763ffed1a1
834,Suresh Achar,34,M,A1,5b5c4a578e
834,Kavya Rao,27,F,A2,6a568edb04
835,Ravi,44,M,A1,9681c020bc
836,Shivakumar,53,M,A1,6fbc7d98d9
836,Basavaraj Hegde,51,M,A2,26894386b9
836,Kiran Rao,20,M,A3,b0c5a10989
837,Anil Hegde,41,M,A1,5dbe3a119c
838,Radha Naik,18,F,A1,c5b37a6578
838,Raju Rao,40,M,A2,3037bead63
839,Ramesh Gowda,22,M,A1,9b062d299b
839,Sushma Hegde,34,F,A2,f2fe9f8fa4
840,Basavaraj Rao,46,M,A1,4ee99d90e9
841,Basavaraj Patil,29,M,A1,29d4ff1f82
842,Ganesh,29,M,A1,8228bcd720
842,Ravi,25,M,A2,3fa9139afe
843,Radha Poojary,53,F,A1,05802dc61d
844,Mahesh,40,M,A1,7cd520c339
845,Praveen Naik,51,M,A1,290202412f
846,Shivakumar Patil,30,M,A1,7eeacfcb2d
846,Kiran Naik,39,M,A2,332e12ff15
847,Mahesh Gowda,42,M,A1,96ac2fe154
847,Basavaraj Reddy,40,M,A2,c532ce8bdb
847,Vinay Gowda,29,M,A3,2489d90bfb
848,Anil Reddy,47,M,A1,3c45cf2a17
849,Manjula Rao,43,F,A1,03c6fa2931
850,Manjunath Reddy,46,M,A1,92892bef38
851,Mahesh Hegde,39,M,A1,7be1daa6f7
851,Mahesh Hegde,49,M,A2,05559d5207
852,Nandini Reddy,19,F,A1,4c4e6320a2
852,Sushma Gowda,18,F,A2,bfe7325ae3
853,Praveen Gowda,46,M,A1,5b48d9621a
854,Anil Kumar,35,M,A1,be5e727677
855,Sushma Poojary,54,F,A1,c051c35710
856,Prasad Achar,54,M,A1,d977e93a48
856,Ganesh Reddy,28,M,A2,64f4f0fa21
857,Lakshmi Gowda,52,F,A1,70ab900aea
858,Chaitra,48,F,A1,975e56ceaa
858,Bhavani Rao,18,F,A2,8b6842efce
859,Nandini,40,F,A1,9da9cf359b
860,Manjunath Shetty,53,M,A1,e51eba0cdd
861,Shivakumar Rao,51,M,A1,fb8aea35c3
862,Kavya Poojary,43,F,A1,7ab6f615bb
862,Mahesh Patil,36,M,A2,d70daa5705
862,Ramesh,52,M,A3,9500f62153
863,Prasad,32,M,A1,606e77ff7b
864,Basavaraj Shetty,51,M,A1,3bec5e1d62
865,Praveen Patil,55,M,A1,f4f53e9948
866,Shobha Achar,50,F,A1,1d77cdfc41
867,Anitha Hegde,25,F,A1,efab350ea9
868,Ravi Shetty,52,M,A1,c1c4264938
868,Praveen Gowda,26,M,A2,e27ad90531
868,Ravi Gowda,54,M,A3,35dd732704
869,Kiran Achar,38,M,A1,9a28aec69b
870,Ganesh Rao,52,M,A1,563389be36
871,Nandini Naik,18,F,A1,9bbf0c2e70
871,Shivakumar Kumar,52,M,A2,b9994f69b2
872,Kiran Hegde,29,M,A1,269ce8a60b
872,Sushma Achar,44,F,A2,7719de302b
873,Ganesh Shetty,52,M,A1,c80de2feee
874,Kavya Reddy,54,F,A1,9249efe3ba
875,Shobha Patil,39,F,A1,a6dafe8a00
876,Radha Gowda,50,F,A1,2d9e905573
876,Bhavani Gowda,37,F,A2,f8fcb09ab4
876,Prasad Patil,35,M,A3,3854b07206
877,Vinay Hegde,39,M,A1,aa5ea2f607
877,Nagaraj Achar,55,M,A2,1ddb91a109
878,Mahesh Gowda,46,M,A1,975a1d38ba
878,Ganesh Poojary,51,M,A2,32ac4ff416
879,Praveen Naik,47,M,A1,274aec0a65
880,Nandini Achar,31,F,A1,00c749bb63
880,Bhavani Poojary,20,F,A2,791d3113b7
880,Raju Shetty,35,M,A3,08023fcaa3
881,Deepa Rao,32,F,A1,92ca9174c2
882,Prasad Poojary,21,M,A1,518fcf5ce4
883,Praveen Patil,47,M,A1,480abc40ec
883,Radha Naik,23,F,A2,07243447e1
883,Mahesh Reddy,48,M,A3,8fca71a5c6
884,Srinivas Naik,19,M,A1,c36e3595cb
884,Sowmya Poojary,42,F,A2,0be6ab98f0
885,Mahesh Poojary,54,M,A1,6c2b94d2e9
886,Shobha Poojary,22,F,A1,1c5b53682b
887,Ravi Poojary,40,M,A1,303a15bacd
888,Suresh Shetty,42,M,A1,3f480ff7cd
889,Basavaraj Patil,48,M,A1,d4d023dd57
890,Manjula Patil,37,F,A1,75a0013d9f
891,Manjunath Naik,46,M,A1,52cb565411
892,Vinay Gowda,52,M,A1,6514a20c5b
893,Kiran Poojary,32,M,A1,7939d5b05c
893,Raju,41,M,A2,06f4ce2d27
894,Praveen Reddy,20,M,A1,51b7e3d4b0
895,Nagaraj Reddy,42,M,A1,3ac637d9ed
896,Ravi Shetty,34,M,A1,ba503d7bdc
897,Basavaraj Shetty,55,M,A1,da13cd5762
898,Nagaraj,24,M,A1,def402d6b7
898,Sowmya Reddy,37,F,A2,c4b0e2fb59
898,Suresh Gowda,44,M,A3,29df63dda1
899,Raju Rao,42,M,A1,dd3bf70d5e
900,Kiran Patil,26,M,A1,1e8f2f52fa
901,Raju Gowda,22,M,A1,8e2a91db43
902,Santosh Rao,43,M,A1,b83a3a674b
903,Ravi Shetty,47,M,A1,a9eab64d18
904,Basavaraj Reddy,24,M,A1,ee0489343f
905,Srinivas Reddy,23,M,A1,bde22e7a5f
906,Savitri Patil,47,F,A1,ff7e5c52df
907,Ramesh Rao,28,M,A1,663eb7c715
907,Praveen Gowda,37,M,A2,e41cbc4845
908,Anitha Patil,33,F,A1,7b991bb2f8
908,Praveen Shetty,49,M,A2,20d44b535b
908,Srinivas Patil,55,M,A3,c24b90d43b
909,Kiran Reddy,35,M,A1,1535c0cb52
910,Raju Hegde,22,M,A1,624e397456
911,Praveen Achar,18,M,A1,3f56235675
912,Naveen Hegde,46,M,A1,762270b934
913,Raju Shetty,28,M,A1,c49e9f216d
914,Anitha Hegde,27,F,A1,5e001bc67d
914,Basavaraj Patil,30,M,A2,85213df47e
914,Nagaraj Gowda,36,M,A3,d977886abd
915,Srinivas Shetty,22,M,A1,8f501d545d
916,Raju Patil,26,M,A1,d6171d5e66
917,Ramesh Gowda,31,M,A1,02141db6b9
918,Sushma Shetty,54,F,A1,cbca0f26e4
919,Srinivas Achar,21,M,A1,512f4400d2
919,Shobha Rao,26,F,A2,d968023840
919,Manjunath Kumar,29,M,A3,33030a34ce
920,Suresh Shetty,32,M,A1,c822dc993f
921,Mahesh Gowda,24,M,A1,a7649dda5c
922,Prasad Gowda,26,M,A1,7a4dbe0150
923,Radha Naik,39,F,A1,ee7dd91c8b
923,Manjunath Kumar,45,M,A2,4004f7d3b2
923,Pooja Rao,23,F,A3,bb9ca7feca
924,Srinivas Shetty,37,M,A1,097e5ea514
925,Srinivas Kumar,41,M,A1,df037f5ead
926,Mahesh Hegde,53,M,A1,7a6b6112e4
927,Savitri Reddy,23,F,A1,5b5a93d582
927,Ravi Shetty,40,M,A2,821b2f9e58
928,Manjunath Kumar,41,M,A1,33aa596637
928,Manjula Patil,40,F,A2,18045729e5
928,Santosh Kumar,28,M,A3,3957dd6968
929,Naveen Hegde,21,M,A1,3467981250
929,Shivakumar Shetty,34,M,A2,916794633d
930,Prasad Naik,31,M,A1,4fc16b6c9d
930,Anil Shetty,24,M,A2,f04cc921b7
930,Basavaraj Shetty,21,M,A3,7cdcf07dbe
931,Raju Gowda,55,M,A1,125f044c87
932,Deepa,43,F,A1,9eb3359dd6
932,Basavaraj Poojary,54,M,A2,873304c211
933,Ganesh Rao,18,M,A1,238b508c63
934,Vinay,35,M,A1,06dfbbe711
935,Shobha Rao,23,F,A1,629c25b328
935,Sowmya,23,F,A2,c40943c2dd
936,Nandini Shetty,41,F,A1,c810ea66eb
937,Deepa Shetty,23,F,A1,c18acf4567
938,Deepa Kumar,46,F,A1,bc9b672450
939,Raju Shetty,36,M,A1,bac5a851d9
940,Kiran Shetty,34,M,A1,62d22e1ff4
941,Kiran Hegde,20,M,A1,658fb39dba
942,Raju Naik,43,M,A1,44942a5725
943,Anil Shetty,51,M,A1,3c3d077696
943,Shivakumar Patil,33,M,A2,1c6fdb8989
943,Ravi Shetty,26,M,A3,3ddadc2aa0
944,Deepa Shetty,23,F,A1,c18acf4567
944,Shivakumar Naik,26,M,A2,21977d45e4
944,Pooja Poojary,50,F,A3,abd660d384
945,Prasad Kumar,27,M,A1,8e40c14665
946,Prasad Kumar,45,M,A1,c0291d45b0
947,Shivakumar Naik,43,M,A1,06791129b6
948,Shivakumar Shetty,38,M,A1,e641b86c15
949,Ravi Poojary,48,M,A1,419e62f640
950,Mahesh Kumar,37,M,A1,b9bb32639f
950,Santosh Rao,39,M,A2,ea5a203914
950,Kiran Rao,50,M,A3,067cf1b879
951,Geetha Kumar,26,F,A1,e002539355
952,Kiran Shetty,41,M,A1,3b54529181
953,Shivakumar Poojary,25,M,A1,a5a537f8a4
954,Lakshmi Patil,33,F,A1,41ade3710c
954,Ramesh,23,M,A2,da4ead9435
955,Suresh Rao,40,M,A1,ecc3c84659
956,Naveen Kumar,49,M,A1,b7ac73f05f
956,Nandini,26,F,A2,391a478fdd
956,Basavaraj Achar,42,M,A3,5615314f5a
957,Nagaraj Reddy,37,M,A1,d90271ccc6
958,Ganesh Poojary,21,M,A1,7a05448e14
958,Prasad Hegde,38,M,A2,c411d5e8b8
959,Savitri Achar,44,F,A1,10de8f0463
960,Naveen Gowda,25,M,A1,611a324817
961,Naveen Reddy,45,M,A1,f88ec7f894
962,Radha Shetty,23,F,A1,05bb530ae8
963,Manjunath Hegde,55,M,A1,092f077b9f
963,Bhavani Hegde,25,F,A2,b4123ee8ae
964,Suresh Patil,45,M,A1,a7fd417323
965,Kavya Poojary,52,F,A1,c11d8a43ff
966,Srinivas Achar,45,M,A1,b90c1ec8ce
966,Geetha Gowda,46,F,A2,f5cba11fe7
967,Basavaraj Hegde,31,M,A1,603a54b5df
968,Ganesh Achar,46,M,A1,094c166f63
969,Shivakumar Hegde,21,M,A1,65aaf638b9
970,Kiran Hegde,48,M,A1,f8b7d63298
970,Suresh Reddy,35,M,A2,9a09a4c20b
970,Naveen Kumar,35,M,A3,e699a064b1
971,Suresh Rao,28,M,A1,560787158b
972,Ravi Hegde,21,M,A1,e40a059def
972,Suresh Patil,21,M,A2,c44f07f8bd
973,Geetha Naik,38,F,A1,7be377da62
974,Ganesh Naik,50,M,A1,cd3301fc6c
975,Suresh Shetty,27,M,A1,bd3f195614
976,Kavya Achar,21,F,A1,35de84c8c4
977,Raju,51,M,A1,f510eca98a
977,Ramesh Shetty,47,M,A2,ee0f686147
977,Srinivas Poojary,45,M,A3,baa202310e
978,Nagaraj Achar,30,M,A1,c44a5c3f91
979,Mahesh Achar,23,M,A1,4c1639fe6f
979,Nandini Gowda,37,F,A2,26479eee0c
979,Basavaraj Rao,51,M,A3,88acb37fb5
980,Ramesh Shetty,39,M,A1,be49b8e8ee
980,Sushma Reddy,41,F,A2,92da314a8b
981,Ravi Achar,35,M,A1,2e3c876f77
982,Chaitra Reddy,36,F,A1,ac34594c38
983,Mahesh Reddy,52,M,A1,be99f3f74a
984,Prasad Achar,35,M,A1,66c52825c1
984,Shivakumar Hegde,37,M,A2,f7a700a116
985,Praveen,24,M,A1,463de2e7e2
986,Radha Naik,20,F,A1,c5b37a6578
987,Kavya Rao,42,F,A1,ab5c79f7cd
988,Praveen Naik,38,M,A1,2490fdc9bd
988,Mahesh Shetty,29,M,A2,28bd5093de
988,Mahesh Shetty,47,M,A3,d535f86f2b
989,Mahesh Reddy,44,M,A1,044f3ac42c
990,Shivakumar Naik,48,M,A1,5c9c009d90
991,Basavaraj Shetty,49,M,A1,29cdf8d059
991,Manjula Reddy,46,F,A2,a56beebec9
991,Suresh Gowda,46,M,A3,efb2710712
992,Manjunath Shetty,20,M,A1,c2d4b724e8
992,Prasad Rao,29,M,A2,ce6a6cadc6
993,Pooja Poojary,33,F,A1,2e6c7053d2
993,Kiran Hegde,51,M,A2,525c67fc44
994,Srinivas,32,M,A1,1990ff65fa
995,Kiran Hegde,31,M,A1,8c7bf6dc00
996,Basavaraj Rao,46,M,A1,4ee99d90e9
997,Praveen Shetty,26,M,A1,c8d252e327
998,Kavya Hegde,32,F,A1,80dd211d76
999,Sushma,21,F,A1,45a66936d1
1000,Radha Gowda,37,F,A1,827337fb08
1001,Basavaraj Patil,44,M,A1,3cdf79e856
1001,Lakshmi Hegde,24,F,A2,9b3eb905d2
1001,Santosh Kumar,38,M,A3,5ee25a0b6d
1002,Sowmya Kumar,49,F,A1,349ec73ffa
1002,Suresh Reddy,35,M,A2,9a09a4c20b
1003,Ganesh Hegde,49,M,A1,6ed084186d
1004,Ramesh Achar,21,M,A1,6a7163baef
1004,Nagaraj Poojary,24,M,A2,3fc3a08a41
1004,Shivakumar,48,M,A3,21b0192534
1005,Bhavani Hegde,31,F,A1,8cf2bae14c
1005,Basavaraj Hegde,25,M,A2,55826716bb
1005,Ravi Reddy,44,M,A3,7c01675a8c
1006,Anitha Patil,40,F,A1,7edf671e58
1007,Savitri Patil,31,F,A1,1ba813372d
1008,Naveen Reddy,22,M,A1,03314c75d6
1009,Prasad Hegde,35,M,A1,83699cca3e
1010,Kavya Kumar,42,F,A1,df7c23f03b
1011,Prasad Patil,50,M,A1,7390e4b2c0
1012,Shobha Shetty,23,F,A1,2c6f1f9ddc
1012,Shivakumar Kumar,44,M,A2,3d0638aa11
1013,Kavya Achar,37,F,A1,ada476f701
1014,Lakshmi,42,F,A1,9ce7457281
1015,Anil Patil,32,M,A1,577009ed89
1016,Bhavani Poojary,20,F,A1,791d3113b7
1016,Kiran Poojary,53,M,A2,1299f8364c
1016,Ramesh Shetty,39,M,A3,be49b8e8ee
1017,Srinivas Reddy,41,M,A1,4955705cb4
1017,Kiran Hegde,25,M,A2,8bab0fdee9
1018,Nagaraj Rao,19,M,A1,b2375de405
1019,Basavaraj Rao,18,M,A1,e64360db75
1020,Ganesh,25,M,A1,5b228625a7
1021,Anitha Naik,50,F,A1,112eb96b9f
1022,Srinivas Reddy,23,M,A1,bde22e7a5f
1023,Anil Poojary,27,M,A1,e5128b94ea
1024,Raju Kumar,34,M,A1,88e01381c6
1025,Mahesh Naik,24,M,A1,03f57ed22a
1026,Manjunath Reddy,27,M,A1,6320b58626
1026,Santosh Gowda,27,M,A2,a17ec63071
1026,Vinay Patil,23,M,A3,4bbc134826
1027,Vinay Reddy,20,M,A1,0a36a4e8f2
1028,Geetha,18,F,A1,64d41d1f3d
1028,Basavaraj Patil,51,M,A2,c44035c8fb
1028,Vinay Kumar,35,M,A3,a50c61c6fd
1029,Ramesh Kumar,26,M,A1,7b9f763049
1029,Chaitra Shetty,31,F,A2,be522c1ae9
1029,Kiran Kumar,29,M,A3,c312b6e9ab
1030,Pooja Reddy,25,F,A1,877b718321
1031,Basavaraj Poojary,36,M,A1,87589da342
1032,Lakshmi Rao,39,F,A1,27f358f7b4
1033,Vinay Rao,51,M,A1,209444926d
1034,Raju Shetty,24,M,A1,37f37c6c5f
1035,Nagaraj Reddy,44,M,A1,3ac637d9ed
1036,Ramesh Gowda,22,M,A1,9b062d299b
1037,Savitri Kumar,53,F,A1,d156fe5f4c
1038,Shivakumar Poojary,21,M,A1,fc1c269a17
1039,Bhavani Naik,49,F,A1,d2188b7d56
1040,Kavya Gowda,51,F,A1,97836a1c49
1041,Santosh Achar,42,M,A1,da89b61398
1042,Praveen Poojary,45,M,A1,a908ff68e4
1043,Santosh Poojary,44,M,A1,3847e7bd89
1044,Anil Reddy,20,M,A1,08d9cc0bda
1044,Prasad Hegde,37,M,A2,c411d5e8b8
1044,Santosh Gowda,31,M,A3,597df54d48
1045,Kiran Shetty,21,M,A1,0b86b43452
1046,Ganesh Hegde,22,M,A1,f3a5f23bd9
1047,Manjunath Shetty,19,M,A1,c2d4b724e8
1048,Vinay Achar,53,M,A1,24c5574eec
1049,Ramesh Naik,45,M,A1,73f346972b
1050,Raju Poojary,49,M,A1,f883e9f984
1051,Sowmya Achar,38,F,A1,fd2ebcaf88
1052,Anil Reddy,46,M,A1,3c45cf2a17
1053,Santosh Shetty,50,M,A1,1066c61500
1054,Praveen Patil,42,M,A1,73aff75ca0
1055,Raju Reddy,23,M,A1,eddf081b3b
1056,Nagaraj Rao,51,M,A1,4c84a5d8d7
1057,Basavaraj Kumar,30,M,A1,fc65f293cd
1057,Deepa Naik,38,F,A2,27f3947d36
1058,Basavaraj Achar,26,M,A1,ffca25e3a3
1058,Naveen Poojary,39,M,A2,367fdd7a97
1058,Bhavani,43,F,A3,a4e79af1b4
1059,Vinay,36,M,A1,737c9da0e1
1060,Naveen Naik,28,M,A1,86a1d4abdb
1061,Santosh Hegde,55,M,A1,97510e4817
1062,Prasad Kumar,29,M,A1,8e40c14665
1063,Ramesh Kumar,44,M,A1,4e1a050cbe
1064,Praveen Poojary,19,M,A1,e8934ddf80
1065,Sowmya Naik,55,F,A1,43196bcad3
1066,Suresh Shetty,35,M,A1,568709a663
1067,Praveen,42,M,A1,26bfa0fc22
1068,Suresh Rao,44,M,A1,49f5b7102e
1069,Raju Rao,50,M,A1,29970a2acb
1070,Santosh Gowda,41,M,A1,9b186a6363
1071,Ramesh Rao,34,M,A1,73efe00391
1072,Geetha Shetty,37,F,A1,21a1ca2e1d
1072,Ramesh Achar,51,M,A2,9f53bad4cc
1073,Chaitra Patil,20,F,A1,699ed3e36f
1074,Manjula Gowda,44,F,A1,df48a55b27
1074,Prasad Achar,51,M,A2,2b05921e5b
1074,Manjula,32,F,A3,2d15193ecc
1075,Kiran Naik,46,M,A1,03414cfae9
1075,Vinay Kumar,22,M,A2,211ea77001
1076,Manjunath Shetty,25,M,A1,2a2d89178b
1077,Anil Achar,30,M,A1,f92da3d435
1078,Mahesh Naik,51,M,A1,412e263b11
1079,Suresh Kumar,23,M,A1,8948646262
1080,Basavaraj Gowda,30,M,A1,dabc39e5ac
1081,Naveen,19,M,A1,b413757e3c
1082,Ramesh Patil,46,M,A1,c99409b779
1082,Ramesh Rao,55,M,A2,96d0cc074d
1082,Manjula Poojary,21,F,A3,66f38a298e
1083,Manjula Patil,52,F,A1,5e63f25d7b
1084,Ramesh Shetty,32,M,A1,7d64933121
1085,Raju Shetty,50,M,A1,383a400746
1086,Ravi Reddy,45,M,A1,67765188cb
1087,Sushma Poojary,28,F,A1,48c99f3fd9
1088,Naveen Rao,34,M,A1,4ec988f374
1089,Suresh Naik,49,M,A1,70bee3cba5
1089,Kiran Gowda,31,M,A2,f561467d91
1090,Chaitra Patil,28,F,A1,e38f4c639e
1091,Chaitra,36,F,A1,5745393c3f
1091,Ravi Naik,41,M,A2,8ed1e793d7
1091,Kavya Shetty,23,F,A3,ba53a9497c
1092,Manjunath Rao,45,M,A1,e3ececd0d2
1093,Anil Gowda,24,M,A1,3dff6f737b
1093,Pooja Hegde,55,F,A2,7e2ceeb3b1
1093,Manjunath Hegde,43,M,A3,68e147b2d7
1094,Raju Reddy,36,M,A1,757562ec1c
1095,Shivakumar Rao,26,M,A1,6a62dff7d5
1095,Mahesh Gowda,44,M,A2,96ac2fe154
1095,Praveen Kumar,55,M,A3,c0578bf3eb
1096,Srinivas,38,M,A1,a35345a839
1097,Srinivas Achar,18,M,A1,aeb68d4249
1098,Nagaraj Poojary,55,M,A1,328ff9acc4
1099,Nagaraj Rao,25,M,A1,87acb28cd0
1100,Shobha Rao,42,F,A1,0f30068f09
1100,Naveen Poojary,50,M,A2,4a2f15178c
1100,Manjunath Poojary,47,M,A3,418dfeeba3
1101,Mahesh Patil,42,M,A1,7285db1281
1102,Anil Kumar,24,M,A1,5e8b91dede
1102,Kavya Reddy,39,F,A2,2966ee668e
1103,Ravi Rao,50,M,A1,ecb83bb0e9
1104,Suresh Rao,19,M,A1,17fad7e73e
1105,Ganesh Hegde,23,M,A1,f3a5f23bd9
1106,Ganesh Shetty,53,M,A1,c80de2feee
1107,Anitha Patil,21,F,A1,3ffa066313
1108,Savitri Hegde,38,F,A1,e9274d3c14
1108,Basavaraj Shetty,39,M,A2,f9c910ecfa
1108,Raju Shetty,45,M,A3,2b7ab8f712
1109,Kiran Shetty,30,M,A1,7dc85b6ab2
1110,Suresh Naik,27,M,A1,61d937a735
1111,Mahesh Patil,49,M,A1,cb6b6309df
1111,Prasad Naik,19,M,A2,e270955c1e
1111,Srinivas Kumar,44,M,A3,cec864b426
1112,Nandini Hegde,40,F,A1,eee49dabd1
1112,Naveen,37,M,A2,bfd3af2629
1113,Mahesh Rao,52,M,A1,6a2a372bec
1113,Suresh Hegde,40,M,A2,749132647f
1113,Shivakumar Rao,47,M,A3,4785de9dcf
1114,Kiran Hegde,49,M,A1,f8b7d63298
1115,Ravi Poojary,38,M,A1,7839ac7799
1116,Praveen Kumar,54,M,A1,c0578bf3eb
1116,Deepa Achar,29,F,A2,144e2d21bc
1116,Nandini Naik,19,F,A3,9bbf0c2e70
1117,Ganesh Poojary,40,M,A1,a19b68d7f1
1117,Naveen Naik,23,M,A2,6779368f19
1118,Lakshmi Achar,33,F,A1,770d6cb978
1119,Anitha Poojary,19,F,A1,df03b3448e
1119,Raju,54,M,A2,ef30674f85
1119,Mahesh Rao,26,M,A3,cede274dc4
1120,Bhavani Kumar,22,F,A1,61ef45b2d3
1120,Raju Poojary,28,M,A2,61989b9dbb
1121,Prasad Patil,54,M,A1,ac2cae484e
1121,Shivakumar Kumar,19,M,A2,1594141508
1121,Ganesh Gowda,23,M,A3,b1957d741d
1122,Nandini Naik,24,F,A1,039d865df3
1123,Deepa Rao,51,F,A1,64a2318d18
1124,Kiran Rao,21,M,A1,a0c565699a
1124,Shivakumar Kumar,53,M,A2,b9994f69b2
1124,Naveen Reddy,23,M,A3,03314c75d6
1125,Naveen Achar,19,M,A1,b4a678b78c
1126,Prasad Gowda,48,M,A1,2002a2d9b7
1127,Sushma Kumar,33,F,A1,a508a48715
1128,Vinay,23,M,A1,6e92d50bcb
1129,Kiran Kumar,55,M,A1,dd41a841a7
1129,Vinay Shetty,20,M,A2,26a42caf42
1129,Sowmya Patil,33,F,A3,92dffe13e1
1130,Kavya Kumar,20,F,A1,d6acdc3863
1131,Suresh Rao,31,M,A1,44f19b4083
1132,Praveen Kumar,48,M,A1,3d0fa7de50
1133,Manjula Reddy,35,F,A1,c0616a6685
1134,Manjunath Gowda,39,M,A1,75979d3baa
1134,Prasad Reddy,46,M,A2,e8b2e4cb92
1134,Savitri Gowda,25,F,A3,fde3377fdd
1135,Santosh Patil,36,M,A1,16200c7fb5
1136,Suresh Poojary,23,M,A1,cf3e886e5d
1136,Srinivas Reddy,50,M,A2,bc0d0f3d04
1136,Mahesh Poojary,30,M,A3,32ee054ae6
1137,Praveen Poojary,51,M,A1,503eaed138
1138,Mahesh Shetty,23,M,A1,829e0431b4
1139,Manjunath Shetty,46,M,A1,94afa507d7
1139,Naveen Reddy,46,M,A2,f88ec7f894
1140,Raju,46,M,A1,382bf07898
1141,Nandini Poojary,46,F,A1,3ede561e27
1141,Ramesh Hegde,38,M,A2,8d9c570ed3
1141,Ramesh,19,M,A3,c6c6f7a3bc
1142,Suresh Rao,40,M,A1,ecc3c84659
1143,Bhavani Reddy,44,F,A1,ac8346105b
1143,Anitha Kumar,43,F,A2,d65f453569
1143,Nagaraj Patil,33,M,A3,01e4d45343
1144,Nagaraj Rao,42,M,A1,f2c1c5b8c2
1145,Ganesh Gowda,45,M,A1,fea0cceded
1146,Prasad Achar,41,M,A1,86d991afef
1147,Ramesh,50,M,A1,f5c22a9b6d
1148,Nagaraj,39,M,A1,0abdf2ea55
